WaterbodyID,Length,Maturity
00654TAKL,550,1
00654TAKL,537,0
00654TAKL,510,1
00654TAKL,500,1
00654TAKL,476,1
00654TAKL,474,1
00654TAKL,451,1
00654TAKL,445,1
00654TAKL,444,1
00654TAKL,426,0
00654TAKL,425,1
00654TAKL,421,0
00654TAKL,414,1
00654TAKL,412,1
00654TAKL,410,1
00654TAKL,408,1
00654TAKL,406,1
00654TAKL,406,1
00654TAKL,396,1
00654TAKL,395,1
00654TAKL,350,1
00654TAKL,340,0
00654TAKL,494,0
00628FROG,479,0
00628FROG,415,0
00628FROG,382,0
00628FROG,377,0
00628FROG,367,0
00628FROG,353,0
00628FROG,333,0
00628FROG,330,0
00628FROG,309,0
00628FROG,255,0
00628FROG,248,0
00628FROG,215,0
00628FROG,193,0
00628FROG,162,0
00628FROG,159,0
00628FROG,143,0
00628FROG,138,0
00628FROG,134,0
00628FROG,124,0
00628FROG,720,1
00628FROG,636,1
00628FROG,609,1
00628FROG,595,1
00628FROG,550,1
00628FROG,540,1
00628FROG,525,0
00628FROG,480,1
00628FROG,474,1
00628FROG,473,1
00628FROG,470,0
00628FROG,460,0
00628FROG,455,1
00628FROG,439,0
00628FROG,435,0
00628FROG,427,1
00628FROG,420,1
00628FROG,415,0
00628FROG,415,1
00628FROG,410,0
00628FROG,405,0
00628FROG,405,1
00628FROG,400,0
00628FROG,395,0
00628FROG,390,1
00628FROG,385,0
00628FROG,380,0
00628FROG,380,1
00628FROG,377,0
00628FROG,375,0
00628FROG,375,1
00628FROG,373,0
00628FROG,370,0
00628FROG,366,0
00628FROG,365,0
00628FROG,365,0
00628FROG,361,0
00628FROG,360,0
00628FROG,357,0
00628FROG,353,0
00628FROG,353,0
00628FROG,347,0
00628FROG,346,0
00628FROG,340,0
00628FROG,339,0
00628FROG,334,0
00628FROG,330,0
00628FROG,325,0
00628FROG,315,0
00628FROG,315,0
00628FROG,310,0
00628FROG,305,0
00628FROG,303,0
00628FROG,285,0
00628FROG,281,0
00628FROG,272,0
00628FROG,258,0
00628FROG,240,0
00072UKEC,634,1
00072UKEC,549,1
00072UKEC,523,1
00072UKEC,306,0
00072UKEC,301,0
00072UKEC,475,0
00072UKEC,471,0
00072UKEC,463,0
00072UKEC,437,0
00072UKEC,423,0
00132MURR,752,1
00132MURR,582,1
00132MURR,420,0
00132MURR,384,1
00132MURR,865,1
00132MURR,860,1
00132MURR,845,1
00132MURR,724,1
00132MURR,653,1
00132MURR,579,1
00132MURR,526,1
00132MURR,495,1
00132MURR,487,0
00132MURR,465,0
00132MURR,453,1
00132MURR,451,0
00132MURR,446,0
00132MURR,440,1
00132MURR,425,1
00132MURR,419,0
00132MURR,415,1
00132MURR,382,0
00132MURR,372,1
00132MURR,371,0
00132MURR,299,0
00132MURR,295,0
00132MURR,290,0
00132MURR,276,0
00132MURR,274,0
00132MURR,268,0
00132MURR,263,0
00132MURR,257,0
00132MURR,202,0
00132MURR,198,0
00132MURR,197,0
00132MURR,195,0
00132MURR,193,0
00132MURR,190,0
00132MURR,135,0
00132MURR,792,1
00132MURR,649,0
00132MURR,481,0
00132MURR,403,0
00132MURR,350,0
00145CHES,710,1
00145CHES,760,1
00145CHES,760,1
00145CHES,720,1
00145CHES,699,1
00145CHES,670,1
00145CHES,658,1
00145CHES,652,1
00145CHES,634,1
00145CHES,618,1
00145CHES,605,1
00145CHES,575,1
00145CHES,573,1
00145CHES,569,1
00145CHES,554,1
00145CHES,534,1
00145CHES,533,1
00145CHES,480,1
00145CHES,395,1
00145CHES,389,1
00145CHES,359,0
00145CHES,327,0
00145CHES,302,0
00145CHES,242,1
00145CHES,660,0
00145CHES,710,1
00596LTRE,794,1
00596LTRE,594,1
00596LTRE,387,0
00596LTRE,911,1
00596LTRE,859,1
00596LTRE,827,1
00596LTRE,815,1
00596LTRE,783,1
00596LTRE,748,1
00596LTRE,698,1
00596LTRE,694,1
00596LTRE,679,1
00596LTRE,672,1
00596LTRE,654,1
00596LTRE,626,1
00596LTRE,622,1
00596LTRE,593,1
00596LTRE,550,1
00596LTRE,540,0
00596LTRE,533,0
00596LTRE,489,0
00596LTRE,461,0
00596LTRE,459,0
00596LTRE,450,1
00596LTRE,445,1
00596LTRE,444,1
00596LTRE,430,1
00596LTRE,410,0
00596LTRE,407,0
00596LTRE,404,0
00596LTRE,400,0
00596LTRE,394,0
00596LTRE,392,0
00596LTRE,368,0
00596LTRE,365,0
00596LTRE,360,0
00596LTRE,352,0
00596LTRE,348,0
00596LTRE,345,0
00596LTRE,342,0
00596LTRE,325,0
00596LTRE,315,0
00596LTRE,597,0
00596LTRE,525,0
00596LTRE,516,0
00596LTRE,297,0
00894TAKL,666,0
00894TAKL,801,1
00894TAKL,738,1
00894TAKL,690,1
00894TAKL,685,1
00894TAKL,670,0
00894TAKL,666,0
00894TAKL,665,1
00894TAKL,660,1
00894TAKL,650,1
00894TAKL,650,1
00894TAKL,628,1
00894TAKL,614,1
00894TAKL,592,1
00894TAKL,580,0
00894TAKL,580,1
00894TAKL,579,1
00894TAKL,570,1
00894TAKL,545,1
00894TAKL,538,1
00894TAKL,527,0
00894TAKL,519,1
00894TAKL,512,1
00894TAKL,490,1
00894TAKL,489,0
00894TAKL,474,1
00894TAKL,440,1
00894TAKL,435,1
00894TAKL,385,1
00894TAKL,360,0
00894TAKL,350,0
00894TAKL,338,0
00894TAKL,527,0
00778SWIR,797,1
00778SWIR,750,1
00778SWIR,690,1
00778SWIR,660,0
00778SWIR,567,0
00778SWIR,543,0
00778SWIR,525,0
00778SWIR,515,0
00778SWIR,515,0
00778SWIR,508,1
00778SWIR,505,0
00778SWIR,503,0
00778SWIR,500,0
00778SWIR,490,1
00778SWIR,490,0
00778SWIR,480,0
00778SWIR,478,1
00778SWIR,476,0
00778SWIR,476,0
00778SWIR,468,0
00778SWIR,467,0
00778SWIR,464,0
00778SWIR,457,1
00778SWIR,455,0
00778SWIR,445,0
00778SWIR,443,0
00778SWIR,386,0
00778SWIR,385,0
00778SWIR,380,0
00778SWIR,354,0
00778SWIR,688,0
00778SWIR,830,0
00778SWIR,727,1
00778SWIR,570,1
00778SWIR,551,0
00778SWIR,508,0
00778SWIR,508,0
00778SWIR,506,1
00778SWIR,505,1
00778SWIR,505,1
00778SWIR,500,1
00778SWIR,492,0
00778SWIR,490,1
00778SWIR,489,0
00778SWIR,489,1
00778SWIR,482,1
00778SWIR,482,0
00778SWIR,482,0
00778SWIR,480,1
00778SWIR,476,0
00778SWIR,475,1
00778SWIR,475,0
00778SWIR,474,0
00778SWIR,474,1
00778SWIR,472,0
00778SWIR,470,1
00778SWIR,470,1
00778SWIR,470,0
00778SWIR,470,0
00778SWIR,469,1
00778SWIR,467,1
00778SWIR,465,1
00778SWIR,462,1
00778SWIR,462,0
00778SWIR,460,1
00778SWIR,458,1
00778SWIR,456,1
00778SWIR,455,1
00778SWIR,452,0
00778SWIR,452,1
00778SWIR,445,0
00778SWIR,444,1
00778SWIR,444,1
00778SWIR,443,1
00778SWIR,436,0
00778SWIR,435,1
00778SWIR,430,0
00778SWIR,430,0
00778SWIR,430,0
00778SWIR,429,0
00778SWIR,428,0
00778SWIR,428,1
00778SWIR,422,1
00778SWIR,419,0
00778SWIR,415,0
00778SWIR,414,0
00778SWIR,406,0
00778SWIR,395,0
00778SWIR,392,0
00778SWIR,380,0
00778SWIR,352,0
00778SWIR,350,0
00778SWIR,330,0
00778SWIR,303,0
00778SWIR,370,0
00778SWIR,597,0
00778SWIR,525,1
00778SWIR,430,1
00378BRID,480,0
00378BRID,460,0
00378BRID,455,0
00378BRID,420,0
00378BRID,395,0
00378BRID,390,0
00378BRID,390,0
00378BRID,380,0
00378BRID,380,0
00378BRID,380,0
00378BRID,375,0
00378BRID,365,0
00378BRID,365,0
00378BRID,360,0
00378BRID,360,0
00378BRID,360,0
00378BRID,355,0
00378BRID,350,0
00378BRID,340,0
00378BRID,340,0
00378BRID,335,0
00378BRID,320,0
00378BRID,220,0
00378BRID,825,1
00378BRID,470,1
00378BRID,465,1
00378BRID,460,1
00378BRID,450,1
00378BRID,410,0
00378BRID,404,1
00378BRID,402,1
00378BRID,400,1
00378BRID,395,1
00378BRID,392,1
00378BRID,390,0
00378BRID,388,1
00378BRID,376,0
00378BRID,365,1
00378BRID,355,1
00378BRID,351,0
00378BRID,340,0
00378BRID,335,0
00378BRID,331,0
00378BRID,325,0
00378BRID,316,0
00378BRID,310,0
00378BRID,295,0
00378BRID,290,0
00378BRID,287,0
00378BRID,270,0
00378BRID,262,0
00378BRID,260,0
00378BRID,369,1
00378BRID,337,0
00378BRID,375,0
00378BRID,420,1
00875SWIR,275,0
00875SWIR,285,0
00875SWIR,440,0
00875SWIR,370,0
00875SWIR,390,0
00875SWIR,290,0
00875SWIR,355,0
00875SWIR,205,0
00875SWIR,420,1
00875SWIR,375,0
00875SWIR,340,0
00875SWIR,415,0
00875SWIR,375,0
00875SWIR,450,0
00875SWIR,405,1
00875SWIR,610,1
00875SWIR,395,0
00875SWIR,260,0
00875SWIR,175,0
00875SWIR,345,0
00875SWIR,235,0
00875SWIR,384,0
00875SWIR,389,0
00875SWIR,352,0
00875SWIR,381,1
00875SWIR,433,0
00875SWIR,355,0
00875SWIR,379,0
00875SWIR,371,0
00875SWIR,369,0
00875SWIR,368,0
00875SWIR,368,0
00875SWIR,357,0
00875SWIR,350,0
00875SWIR,356,0
00875SWIR,389,0
00875SWIR,435,0
00875SWIR,645,0
00875SWIR,725,1
00875SWIR,354,1
00875SWIR,330,0
00875SWIR,328,0
00875SWIR,287,0
00875SWIR,260,0
00875SWIR,240,0
00875SWIR,222,0
00875SWIR,195,0
00875SWIR,398,1
00875SWIR,395,1
00875SWIR,117,0
00933JENR,483,1
00933JENR,392,1
00933JENR,227,0
00933JENR,385,1
00933JENR,245,0
00933JENR,262,0
00933JENR,260,0
00933JENR,236,0
00933JENR,271,0
00933JENR,328,0
00933JENR,320,0
00933JENR,333,0
00933JENR,340,1
00933JENR,235,0
00933JENR,184,0
00933JENR,177,0
00933JENR,390,1
00933JENR,171,0
00933JENR,257,0
00933JENR,316,0
00933JENR,402,1
00933JENR,439,1
00933JENR,412,1
00933JENR,367,1
00933JENR,260,0
00933JENR,166,0
00933JENR,218,0
00933JENR,211,0
00933JENR,185,0
00933JENR,230,0
00933JENR,204,0
00933JENR,200,0
00933JENR,233,0
00933JENR,172,0
00933JENR,152,0
00933JENR,230,0
00933JENR,137,0
00933JENR,197,0
00933JENR,121,0
00933JENR,129,0
00933JENR,142,0
00933JENR,131,0
00933JENR,495,1
00933JENR,350,1
00933JENR,345,0
00933JENR,345,1
00933JENR,385,1
00933JENR,320,1
00933JENR,285,1
00933JENR,151,0
00933JENR,133,0
00933JENR,390,0
00933JENR,290,1
00933JENR,305,0
00933JENR,380,1
00933JENR,195,0
00933JENR,442,0
00933JENR,409,0
00933JENR,429,0
00933JENR,360,0
00933JENR,418,0
00933JENR,444,0
00933JENR,345,0
00933JENR,320,0
00933JENR,388,0
00933JENR,364,0
00933JENR,365,0
00933JENR,372,0
00933JENR,430,0
00933JENR,414,0
00933JENR,299,0
00933JENR,412,0
00933JENR,398,0
00933JENR,455,0
00933JENR,675,1
00933JENR,557,1
00933JENR,537,0
00933JENR,530,1
00933JENR,505,0
00933JENR,466,0
00933JENR,466,0
00933JENR,452,0
00933JENR,445,1
00933JENR,443,0
00933JENR,440,0
00933JENR,439,1
00933JENR,439,1
00933JENR,425,1
00933JENR,421,1
00933JENR,410,0
00933JENR,390,1
00933JENR,385,0
00933JENR,380,1
00933JENR,375,0
00933JENR,370,1
00933JENR,350,0
00933JENR,346,0
00933JENR,338,0
00933JENR,471,0
00933JENR,460,1
00933JENR,435,1
00933JENR,433,0
00933JENR,420,0
00933JENR,418,0
00933JENR,416,0
00933JENR,413,1
00933JENR,412,1
00933JENR,412,1
00933JENR,410,1
00933JENR,410,0
00933JENR,405,0
00933JENR,405,0
00933JENR,404,0
00933JENR,397,0
00933JENR,395,0
00933JENR,392,0
00933JENR,390,0
00933JENR,386,0
00933JENR,383,0
00933JENR,380,0
00933JENR,380,0
00933JENR,379,0
00933JENR,374,0
00933JENR,371,0
00933JENR,368,0
00933JENR,365,0
00933JENR,364,0
00933JENR,358,0
00933JENR,356,0
00933JENR,355,0
00933JENR,354,0
00933JENR,351,0
00933JENR,348,0
00933JENR,345,0
00933JENR,342,0
00933JENR,340,0
00933JENR,340,0
00933JENR,331,0
00933JENR,328,0
00933JENR,325,0
00933JENR,322,0
00933JENR,315,0
00933JENR,295,0
00933JENR,293,0
00933JENR,292,0
00933JENR,288,0
00933JENR,283,0
00933JENR,258,0
YT_Kluane,965,1
YT_Kluane,865,1
YT_Kluane,861,1
YT_Kluane,860,1
YT_Kluane,797,1
YT_Kluane,745,1
YT_Kluane,738,1
YT_Kluane,732,1
YT_Kluane,720,1
YT_Kluane,673,1
YT_Kluane,667,1
YT_Kluane,665,1
YT_Kluane,627,1
YT_Kluane,620,1
YT_Kluane,620,1
YT_Kluane,618,1
YT_Kluane,615,0
YT_Kluane,609,1
YT_Kluane,609,0
YT_Kluane,600,1
YT_Kluane,595,1
YT_Kluane,587,1
YT_Kluane,575,1
YT_Kluane,557,1
YT_Kluane,549,1
YT_Kluane,546,1
YT_Kluane,543,1
YT_Kluane,542,0
YT_Kluane,541,1
YT_Kluane,541,0
YT_Kluane,534,0
YT_Kluane,531,0
YT_Kluane,530,1
YT_Kluane,525,0
YT_Kluane,522,1
YT_Kluane,517,1
YT_Kluane,514,1
YT_Kluane,512,0
YT_Kluane,506,0
YT_Kluane,502,1
YT_Kluane,500,0
YT_Kluane,498,1
YT_Kluane,492,0
YT_Kluane,472,0
YT_Kluane,470,0
YT_Kluane,468,0
YT_Kluane,462,0
YT_Kluane,447,0
YT_Kluane,435,0
YT_Kluane,421,0
YT_Kluane,417,0
YT_Kluane,835,1
YT_Kluane,730,1
YT_Kluane,695,1
YT_Kluane,653,0
YT_Kluane,585,1
YT_Kluane,576,1
YT_Kluane,510,1
YT_Kluane,501,1
YT_Kluane,495,1
YT_Kluane,485,1
YT_Kluane,479,1
YT_Kluane,459,1
YT_Kluane,455,0
YT_Kluane,455,0
YT_Kluane,454,1
YT_Kluane,442,1
YT_Kluane,650,1
YT_Kluane,620,1
YT_Kluane,570,1
YT_Kluane,570,1
YT_Kluane,569,1
YT_Kluane,566,1
YT_Kluane,555,1
YT_Kluane,554,1
YT_Kluane,545,1
YT_Kluane,538,1
YT_Kluane,534,1
YT_Kluane,514,1
YT_Kluane,512,1
YT_Kluane,506,1
YT_Kluane,505,1
YT_Kluane,504,1
YT_Kluane,500,0
YT_Kluane,495,0
YT_Kluane,489,0
YT_Kluane,485,1
YT_Kluane,327,0
YT_Kluane,1012,1
YT_Kluane,588,0
YT_Kluane,568,1
YT_Kluane,565,1
YT_Kluane,535,0
YT_Kluane,530,0
YT_Kluane,528,1
YT_Kluane,522,0
YT_Kluane,501,0
YT_Kluane,498,0
YT_Kluane,498,0
YT_Kluane,440,0
YT_Kluane,742,1
YT_Kluane,740,1
YT_Kluane,696,1
YT_Kluane,666,1
YT_Kluane,632,1
YT_Kluane,630,1
YT_Kluane,628,0
YT_Kluane,628,0
YT_Kluane,625,0
YT_Kluane,620,1
YT_Kluane,603,1
YT_Kluane,600,1
YT_Kluane,595,0
YT_Kluane,587,1
YT_Kluane,578,1
YT_Kluane,554,1
YT_Kluane,539,1
YT_Kluane,536,1
YT_Kluane,526,1
YT_Kluane,521,1
YT_Kluane,520,1
YT_Kluane,520,0
YT_Kluane,515,0
YT_Kluane,512,1
YT_Kluane,510,1
YT_Kluane,510,0
YT_Kluane,502,0
YT_Kluane,500,1
YT_Kluane,500,0
YT_Kluane,495,1
YT_Kluane,483,1
YT_Kluane,480,1
YT_Kluane,476,0
YT_Kluane,475,0
YT_Kluane,465,1
YT_Kluane,455,0
YT_Kluane,415,1
YT_Kluane,410,0
YT_Kluane,408,0
YT_Kluane,404,0
YT_Kluane,396,1
YT_Kluane,375,0
YT_Kluane,370,1
YT_Kluane,365,0
YT_Kluane,344,1
YT_Kluane,339,0
YT_Kluane,326,0
YT_Kluane,253,0
YT_Kusawa,847,1
YT_Kusawa,836,1
YT_Kusawa,761,1
YT_Kusawa,673,1
YT_Kusawa,662,1
YT_Kusawa,660,1
YT_Kusawa,657,1
YT_Kusawa,650,1
YT_Kusawa,640,1
YT_Kusawa,636,1
YT_Kusawa,630,1
YT_Kusawa,622,1
YT_Kusawa,617,1
YT_Kusawa,611,1
YT_Kusawa,596,1
YT_Kusawa,594,1
YT_Kusawa,584,1
YT_Kusawa,580,1
YT_Kusawa,576,1
YT_Kusawa,566,1
YT_Kusawa,566,1
YT_Kusawa,562,1
YT_Kusawa,556,1
YT_Kusawa,546,1
YT_Kusawa,544,1
YT_Kusawa,543,0
YT_Kusawa,540,1
YT_Kusawa,539,1
YT_Kusawa,538,1
YT_Kusawa,537,1
YT_Kusawa,535,1
YT_Kusawa,522,1
YT_Kusawa,519,1
YT_Kusawa,518,1
YT_Kusawa,511,1
YT_Kusawa,511,1
YT_Kusawa,508,1
YT_Kusawa,508,1
YT_Kusawa,506,1
YT_Kusawa,506,0
YT_Kusawa,502,1
YT_Kusawa,501,1
YT_Kusawa,498,1
YT_Kusawa,496,1
YT_Kusawa,495,1
YT_Kusawa,493,1
YT_Kusawa,490,1
YT_Kusawa,485,1
YT_Kusawa,485,1
YT_Kusawa,483,1
YT_Kusawa,481,1
YT_Kusawa,481,1
YT_Kusawa,480,1
YT_Kusawa,478,1
YT_Kusawa,478,1
YT_Kusawa,476,1
YT_Kusawa,474,1
YT_Kusawa,470,1
YT_Kusawa,469,1
YT_Kusawa,459,1
YT_Kusawa,457,1
YT_Kusawa,457,1
YT_Kusawa,456,1
YT_Kusawa,455,1
YT_Kusawa,455,1
YT_Kusawa,454,1
YT_Kusawa,454,1
YT_Kusawa,453,1
YT_Kusawa,453,1
YT_Kusawa,450,1
YT_Kusawa,446,1
YT_Kusawa,446,1
YT_Kusawa,444,1
YT_Kusawa,438,1
YT_Kusawa,437,1
YT_Kusawa,435,1
YT_Kusawa,433,1
YT_Kusawa,431,1
YT_Kusawa,431,1
YT_Kusawa,430,1
YT_Kusawa,430,0
YT_Kusawa,430,1
YT_Kusawa,428,1
YT_Kusawa,428,1
YT_Kusawa,428,1
YT_Kusawa,428,1
YT_Kusawa,427,1
YT_Kusawa,427,1
YT_Kusawa,427,1
YT_Kusawa,427,1
YT_Kusawa,426,1
YT_Kusawa,425,1
YT_Kusawa,424,1
YT_Kusawa,421,1
YT_Kusawa,420,1
YT_Kusawa,419,1
YT_Kusawa,418,1
YT_Kusawa,418,1
YT_Kusawa,417,1
YT_Kusawa,416,1
YT_Kusawa,415,1
YT_Kusawa,412,1
YT_Kusawa,410,1
YT_Kusawa,410,1
YT_Kusawa,410,1
YT_Kusawa,409,1
YT_Kusawa,409,1
YT_Kusawa,408,1
YT_Kusawa,408,1
YT_Kusawa,408,1
YT_Kusawa,403,1
YT_Kusawa,400,1
YT_Kusawa,399,0
YT_Kusawa,392,1
YT_Kusawa,391,1
YT_Kusawa,390,1
YT_Kusawa,386,1
YT_Kusawa,384,1
YT_Kusawa,383,1
YT_Kusawa,382,1
YT_Kusawa,376,1
YT_Kusawa,375,0
YT_Kusawa,369,1
YT_Kusawa,367,0
YT_Kusawa,364,0
YT_Kusawa,360,0
YT_Kusawa,354,1
YT_Kusawa,347,0
YT_Kusawa,344,0
YT_Kusawa,335,0
YT_Kusawa,311,0
YT_Kusawa,894,1
YT_Kusawa,835,1
YT_Kusawa,802,1
YT_Kusawa,771,1
YT_Kusawa,743,1
YT_Kusawa,741,1
YT_Kusawa,729,1
YT_Kusawa,685,1
YT_Kusawa,673,1
YT_Kusawa,659,1
YT_Kusawa,654,1
YT_Kusawa,651,1
YT_Kusawa,636,1
YT_Kusawa,624,1
YT_Kusawa,621,1
YT_Kusawa,603,1
YT_Kusawa,597,1
YT_Kusawa,592,1
YT_Kusawa,590,1
YT_Kusawa,567,1
YT_Kusawa,565,0
YT_Kusawa,555,1
YT_Kusawa,552,1
YT_Kusawa,538,1
YT_Kusawa,537,1
YT_Kusawa,535,1
YT_Kusawa,532,1
YT_Kusawa,529,1
YT_Kusawa,526,1
YT_Kusawa,525,1
YT_Kusawa,524,1
YT_Kusawa,514,0
YT_Kusawa,513,1
YT_Kusawa,510,1
YT_Kusawa,509,1
YT_Kusawa,505,1
YT_Kusawa,493,1
YT_Kusawa,490,1
YT_Kusawa,488,1
YT_Kusawa,485,1
YT_Kusawa,484,1
YT_Kusawa,483,1
YT_Kusawa,477,0
YT_Kusawa,475,1
YT_Kusawa,469,1
YT_Kusawa,467,1
YT_Kusawa,466,1
YT_Kusawa,463,1
YT_Kusawa,449,1
YT_Kusawa,447,1
YT_Kusawa,447,0
YT_Kusawa,445,1
YT_Kusawa,442,1
YT_Kusawa,441,1
YT_Kusawa,440,1
YT_Kusawa,435,1
YT_Kusawa,433,1
YT_Kusawa,431,1
YT_Kusawa,429,1
YT_Kusawa,429,1
YT_Kusawa,428,1
YT_Kusawa,425,1
YT_Kusawa,421,1
YT_Kusawa,417,1
YT_Kusawa,404,1
YT_Kusawa,402,0
YT_Kusawa,400,1
YT_Kusawa,398,1
YT_Kusawa,383,1
YT_Kusawa,383,1
YT_Kusawa,357,0
YT_Kusawa,775,0
YT_Kusawa,765,1
YT_Kusawa,718,0
YT_Kusawa,615,1
YT_Kusawa,606,0
YT_Kusawa,531,1
YT_Kusawa,527,1
YT_Kusawa,486,1
YT_Kusawa,477,0
YT_Kusawa,476,1
YT_Kusawa,469,0
YT_Kusawa,467,1
YT_Kusawa,460,0
YT_Kusawa,456,1
YT_Kusawa,444,0
YT_Kusawa,443,1
YT_Kusawa,443,1
YT_Kusawa,440,1
YT_Kusawa,440,1
YT_Kusawa,440,0
YT_Kusawa,436,1
YT_Kusawa,431,1
YT_Kusawa,425,0
YT_Kusawa,418,1
YT_Kusawa,412,0
YT_Kusawa,396,1
YT_Kusawa,390,0
YT_Kusawa,372,0
YT_Kusawa,362,0
YT_Kusawa,710,1
YT_Kusawa,704,1
YT_Kusawa,665,1
YT_Kusawa,644,1
YT_Kusawa,642,1
YT_Kusawa,630,1
YT_Kusawa,630,1
YT_Kusawa,629,1
YT_Kusawa,580,1
YT_Kusawa,574,1
YT_Kusawa,566,1
YT_Kusawa,565,1
YT_Kusawa,555,1
YT_Kusawa,536,1
YT_Kusawa,534,1
YT_Kusawa,532,1
YT_Kusawa,532,1
YT_Kusawa,531,1
YT_Kusawa,524,1
YT_Kusawa,520,1
YT_Kusawa,520,1
YT_Kusawa,512,1
YT_Kusawa,510,1
YT_Kusawa,508,1
YT_Kusawa,506,1
YT_Kusawa,500,1
YT_Kusawa,492,1
YT_Kusawa,492,1
YT_Kusawa,490,1
YT_Kusawa,487,1
YT_Kusawa,482,1
YT_Kusawa,482,1
YT_Kusawa,478,1
YT_Kusawa,475,1
YT_Kusawa,470,0
YT_Kusawa,470,1
YT_Kusawa,469,1
YT_Kusawa,458,1
YT_Kusawa,454,1
YT_Kusawa,453,0
YT_Kusawa,452,1
YT_Kusawa,450,1
YT_Kusawa,447,1
YT_Kusawa,444,0
YT_Kusawa,440,1
YT_Kusawa,440,1
YT_Kusawa,439,1
YT_Kusawa,436,1
YT_Kusawa,436,1
YT_Kusawa,435,1
YT_Kusawa,430,1
YT_Kusawa,426,1
YT_Kusawa,420,1
YT_Kusawa,418,1
YT_Kusawa,412,1
YT_Kusawa,405,1
YT_Kusawa,404,1
YT_Kusawa,402,0
YT_Kusawa,400,1
YT_Kusawa,392,1
YT_Kusawa,390,0
YT_Kusawa,387,1
YT_Kusawa,384,1
YT_Kusawa,380,1
YT_Kusawa,380,0
YT_Kusawa,376,0
YT_Kusawa,350,1
YT_Kusawa,330,1
YT_Kusawa,736,1
YT_Kusawa,650,1
YT_Kusawa,630,1
YT_Kusawa,616,1
YT_Kusawa,563,1
YT_Kusawa,558,1
YT_Kusawa,532,1
YT_Kusawa,515,1
YT_Kusawa,515,1
YT_Kusawa,512,1
YT_Kusawa,495,1
YT_Kusawa,485,1
YT_Kusawa,484,1
YT_Kusawa,480,0
YT_Kusawa,475,1
YT_Kusawa,475,1
YT_Kusawa,470,1
YT_Kusawa,467,0
YT_Kusawa,466,0
YT_Kusawa,452,1
YT_Kusawa,445,1
YT_Kusawa,444,1
YT_Kusawa,444,1
YT_Kusawa,437,1
YT_Kusawa,437,0
YT_Kusawa,435,0
YT_Kusawa,435,0
YT_Kusawa,435,0
YT_Kusawa,428,1
YT_Kusawa,425,1
YT_Kusawa,421,0
YT_Kusawa,420,1
YT_Kusawa,420,1
YT_Kusawa,418,0
YT_Kusawa,418,1
YT_Kusawa,415,0
YT_Kusawa,414,1
YT_Kusawa,410,1
YT_Kusawa,410,1
YT_Kusawa,408,1
YT_Kusawa,405,1
YT_Kusawa,400,1
YT_Kusawa,400,1
YT_Kusawa,400,1
YT_Kusawa,400,1
YT_Kusawa,395,1
YT_Kusawa,390,1
YT_Kusawa,390,0
YT_Kusawa,389,0
YT_Kusawa,388,0
YT_Kusawa,386,1
YT_Kusawa,385,1
YT_Kusawa,384,0
YT_Kusawa,380,1
YT_Kusawa,380,1
YT_Kusawa,375,0
YT_Kusawa,375,0
YT_Kusawa,370,1
YT_Kusawa,365,1
YT_Kusawa,363,0
YT_Kusawa,360,1
YT_Kusawa,360,0
YT_Kusawa,355,1
YT_Kusawa,355,1
YT_Kusawa,353,1
YT_Kusawa,345,0
YT_Kusawa,335,0
YT_Kusawa,335,0
YT_Kusawa,324,0
YT_Kusawa,323,0
YT_Kusawa,320,1
YT_Kusawa,315,0
YT_Kusawa,285,0
YT_Kusawa,220,0
YT_Kusawa,880,1
YT_Kusawa,815,1
YT_Kusawa,810,1
YT_Kusawa,805,1
YT_Kusawa,795,1
YT_Kusawa,780,1
YT_Kusawa,730,1
YT_Kusawa,730,1
YT_Kusawa,704,1
YT_Kusawa,680,1
YT_Kusawa,663,1
YT_Kusawa,655,1
YT_Kusawa,655,1
YT_Kusawa,651,1
YT_Kusawa,650,1
YT_Kusawa,650,1
YT_Kusawa,640,1
YT_Kusawa,630,1
YT_Kusawa,630,1
YT_Kusawa,610,1
YT_Kusawa,605,1
YT_Kusawa,595,1
YT_Kusawa,590,1
YT_Kusawa,590,1
YT_Kusawa,575,1
YT_Kusawa,570,1
YT_Kusawa,570,1
YT_Kusawa,563,1
YT_Kusawa,562,1
YT_Kusawa,560,1
YT_Kusawa,560,1
YT_Kusawa,550,1
YT_Kusawa,548,1
YT_Kusawa,545,1
YT_Kusawa,540,1
YT_Kusawa,525,1
YT_Kusawa,520,1
YT_Kusawa,520,1
YT_Kusawa,506,1
YT_Kusawa,505,1
YT_Kusawa,500,1
YT_Kusawa,500,1
YT_Kusawa,500,0
YT_Kusawa,495,1
YT_Kusawa,490,1
YT_Kusawa,482,1
YT_Kusawa,480,1
YT_Kusawa,480,1
YT_Kusawa,475,1
YT_Kusawa,475,1
YT_Kusawa,470,1
YT_Kusawa,465,1
YT_Kusawa,460,1
YT_Kusawa,455,1
YT_Kusawa,455,0
YT_Kusawa,450,1
YT_Kusawa,445,1
YT_Kusawa,443,1
YT_Kusawa,440,1
YT_Kusawa,440,1
YT_Kusawa,440,1
YT_Kusawa,440,0
YT_Kusawa,440,1
YT_Kusawa,435,1
YT_Kusawa,430,1
YT_Kusawa,430,1
YT_Kusawa,421,1
YT_Kusawa,420,1
YT_Kusawa,420,1
YT_Kusawa,415,1
YT_Kusawa,415,1
YT_Kusawa,415,1
YT_Kusawa,414,1
YT_Kusawa,413,1
YT_Kusawa,413,1
YT_Kusawa,410,1
